Population_Density_2010,Population_2010,White_Population_2010,Black_Population_2010,Asian_Population_2010,All_Other_Races_2010,Hispanic_Latino_2010,Household_Income_2015,Public_Nutrition_Assistance_2015,Employment_Rate_2015,Commercial_Construction_2015,Commercial_Size_2015,Commercial_Size_Total_2015,Commercial_Building_Age_2015,Fincancial_Services_Proximity_2015,Bachelors_Degree_2015,High_School_Diploma_2015,Early_Care_Proximity_2015,SchoolAge_Proximity_2015,Library_Card_Prevalence_2015,Proficiency_Elementary_School_2014,Proficiency_Middle_School_2014,Proficiency_High_School_2014,Highschool_Graduation_Rate_2014,Student_Absenteeism_2014,Neighborhood_School_Attendance_2014,Voter_Participation_2015,Low_Cost_Healthcare_Proximity_2016,Grocery_Proximity_2015,Pharmacy_Proximity_2015,Park_Proximity_2015,Births_to_Adolescents_2014,Low_Birthweight_2014,Prenatal_Care_2014,Age_of_Death_2014,Public_Health_Insurance _2015,Housing_Density_2015,Single_Family_Housing_2015,Housing_Size_2015,Housing_Age_2015,Rental_Houses_2015,Residential_Renovation_2015,Foreclosures_2015,Home_Sales_Price_2015,Housing_Violations_2015,Subsidized_Housing_2015,Home_Ownership_2015,Residential_Occupancy_2014,Rental_Costs_2014,Violent_Crime_Rate_2015,Property_Crime_Rate_2015,Disorder_Call_Rate_2015,Animal_Control_Call_Rate_2015,Fire_Call_Rate_2015,Nuisance_Violations_2015,Long_Commute_2014,Bicycle_Friendliness_2015,Street_Connectivity_2016,Sidewalk_Availability_2013,Transit_Proximity_2015,Transit_Ridership_2015
4,1197,2.4,90.3,0,3.2,4.1,25798,67,76,2.13,15679,1379731,50,12,13,72,100,100,28,32.2,13.3,25,81,20,74,10,0,33,0,89,15.9,20.5,56.8,63,55,1.4,86,974,65,59,2.43,3.1,50750,4.69,0,43,88,810,24.5,124.3,465.8,122.3,67.5,46.7,65,1.4,1.29,62.4,100,34
6,2652,4.9,82.2,1.2,1.8,10,17171,72,66,3.61,21874,1203081,30,68,8,67,3,6,20,16.9,17.8,20.7,65,20,77,9,100,59,100,100,1.9,11,52.3,63,63,2.6,43,928,51,58,1.91,1.1,74000,4.19,59,17,85,726,19.9,77.7,518.7,46.6,37.9,23.3,72,1.5,1.21,92.8,100,56
5,7442,6.9,67.3,1.3,2.1,22.3,27973,42,84,1.15,17091,2204684,38,12,10,76,100,100,24,29.7,21.7,32.4,71,18,72,21,37,5,12,90,9.3,11.9,44,67,42,1.6,83,1323,50,38,2.94,1.4,69184,2.97,0,44,88,767,14.4,82.5,407.5,80.3,47,32.7,61,1.4,1.3,68.4,100,86
6,11123,65,22.6,4.6,2.6,5.1,88763,4,94,0.1,10409,145732,17,15,50,98,52,49,17,68.3,63.8,44.4,96,5,91,17,0,22,20,20,1.5,4.4,74.3,74,6,2.2,83,2344,16,12,2.39,0.8,199019,0.11,0,79,94,1475,0.4,5.9,26.7,16.9,18.4,2.1,67,1.4,1.11,83.3,7,
3,2386,91.3,3,1.3,1.6,2.8,86191,2,91,0.47,19105,114629,38,31,72,99,75,84,20,80.6,92.3,,100,3,66,38,0,29,28,67,0,0,90.6,80,3,1.3,86,2696,47,12,6.44,0.1,347975,0.54,1,76,98,1653,0,15.1,28.7,37.4,36.2,4.8,45,1.4,1.23,45.7,70,12
5,2269,1.4,87.3,1.5,1.1,8.7,23523,54,85,1.68,3812,133423,47,62,14,85,96,96,28,21.6,13.2,16.7,69,21,60,18,8,49,51,100,8.4,8.4,49.4,70,47,2.7,86,1070,55,54,5.04,1.4,59906,6.15,7,47,82,723,23.7,68,540,108.2,76.8,29.4,48,1.4,1.27,55.4,100,43
3,2481,94.3,1.3,2,1.2,1.2,153175,0,100,0.5,15047,105330,17,4,81,99,35,35,18,93.9,96,100,100,3,89,36,0,32,37,8,0,6.7,90,82,1,0.9,100,3914,32,4,6.16,0.1,737893,0,0,97,100,725,0,5,38.7,22.9,22.9,2,57,1.7,1.13,39.3,76,3
3,3635,49.9,37.6,2.8,2.6,7,68818,12,92,0.09,13110,117986,38,3,31,90,68,78,20,38.5,36.9,44.4,94,11,67,16,4,21,21,27,2.4,9.8,75.6,65,16,1.3,100,1762,23,20,0.69,2.1,132942,0.21,4,79,96,,1.5,18.3,71.1,48.3,26.8,6.5,72,1.4,1.06,35.4,75,14
5,4982,29,54.3,5.2,2.4,9.1,86731,11,93,0.19,13527,40580,15,0,56,100,32,32,18,50.3,38.4,31,95,9,55,17,0,0,3,0,2,8.5,63.4,69,16,1.9,80,2531,13,15,0.74,2.1,159415,0.2,0,87,90,1205,1.1,10.6,35.2,24.1,13.1,3.3,68,1.4,1.12,54.6,0,
4,3993,84.2,8.2,1.6,2.8,3.2,104966,4,96,1.42,9967,767487,58,34,70,95,96,95,21,70.1,75.9,60,88,3,22,37,42,40,73,98,1.2,8.7,90.1,69,4,2.4,89,1697,63,19,11.6,0.1,342449,0.65,0,73,99,1055,0.7,24.4,160.7,51,32.9,8.3,40,1.6,1.34,69.7,100,51
4,4029,85.9,3.9,5.9,1.2,3.1,158539,0,95,0.09,28397,141983,19,18,76,99,47,23,15,81.6,89.7,98.2,100,2,96,27,11,10,37,9,0,6.5,91.3,74,1,1.2,99,3744,19,5,5.58,0.2,504607,0.23,0,97,98,2482,0.2,5,28.1,12.4,11.7,1,69,1.3,1.07,67.5,0,
3,5426,85.2,3.5,5.7,2.2,3.4,138727,1,91,0.16,1645,4934,22,4,74,97,30,30,21,93,90,93.4,100,4,93,29,1,7,6,3,1.2,8.3,83.3,74,2,1,100,3545,24,7,3.67,0.4,435281,0.16,0,97,99,2250,0,6.1,15.2,20.3,15,2.8,75,1.4,1.08,25.9,1,
6,2933,71.6,16.3,3,2.4,6.8,53000,11,94,4.87,14745,545568,53,55,61,98,71,71,18,58,17,20,80,12,65,17,33,41,15,96,1,3,77.8,72,11,3.5,44,1371,65,30,7.31,0.1,283935,0.11,3,40,92,874,3.2,49.8,164.3,36.5,20.7,4.1,33,1.5,1.29,62.6,99,254
6,2762,5.1,82.4,0.7,3.3,8.5,22565,30,72,1.38,14627,541204,55,88,8,67,100,100,15,13.2,25.6,50,72,19,68,9,67,0,0,100,3.5,11.8,70.6,66,26,2.1,82,1056,62,53,5.29,1.4,140811,5.48,9,36,79,704,8.9,40.3,227.2,65.3,36.4,54.4,36,1.4,1.38,73.1,100,68
6,3722,44.4,15.9,4.1,2,33.6,46666,20,91,1.46,12661,721655,37,52,31,85,89,90,12,32.2,34,40,75,14,83,19,86,31,78,99,4.5,4.5,57.9,74,24,2.6,68,1473,51,21,4.37,1.1,158604,1.45,2,58,93,864,4.9,36.7,164.7,45,30.3,33.5,62,1.5,1.29,48.5,95,23
6,2243,59.5,31.7,2.9,2.5,3.3,98677,3,93,42.89,110196,12562387.03,61,93,73,94,100,100,9,,,,83,16,42,12,62,67,70,100,0,9.1,84.8,44,3,5.2,5,1471,88,39,0.58,0.5,273918,0.06,4,38,83,1422,8.5,63.1,347.2,13.4,62.8,3.9,59,1.5,1.44,81.1,100,189
6,4524,15.6,68.4,7.1,2.6,6.3,27958,59,80,3.79,14941,821752,54,0,11,78,100,93,18,24.2,15.8,20.4,66,23,71,11,0,1,26,81,4.7,14.8,49.7,63,51,2.5,69,1087,60,55,3.15,0.8,55808,4.63,1,35,80,723,17.5,47.6,284.8,84.6,35.5,18.1,47,1.3,1.2,27.5,100,46
6,1556,14.9,76.3,2.1,2.5,4.1,33018,28,80,1.8,11067,232401,60,12,23,81,100,100,18,33.3,27.3,,77,16,68,16,26,24,31,100,6.4,27.7,59.6,62,24,3,82,1089,66,44,19.44,0.6,166525,3.67,8,33,86,831,8.2,53.7,215.9,58.8,37.3,51,46,1.8,1.45,69.7,100,69
1,2503,17.8,68.6,5,2.4,6.2,33728,59,72,2.01,21926,5174591,40,48,8,63,98,84,21,20,18.6,40,77,13,78,11,35,45,45,98,6,16.9,60.2,65,53,0.5,87,1126,50,44,0.84,1.9,52700,2.01,6,51,90,785,24.9,156.4,569.4,118.6,114.3,32.4,46,1.2,1.33,40.4,100,47
4,1473,30.3,64.4,1,1.9,2.4,41532,20,88,2.52,14575,1165998,55,39,33,78,37,2,16,37.9,31,16.7,80,15,68,13,7,20,47,96,5.8,15.4,73.1,67,15,2.5,69,1226,71,39,11.07,0.8,217730,2.56,0,40,87,881,10.7,58.5,323.4,67.7,44.3,19.7,36,1.4,1.49,79.3,100,273
8,8893,33.4,27.6,5.3,1.9,31.7,33935,24,89,1.55,9176,302805,42,50,18,71,94,85,13,38.5,31.6,36.8,72,12,72,19,37,13,18,84,7.5,13.3,53.8,79,28,3.2,55,1444,49,29,3.18,1.4,109921,0.84,0,40,94,727,4.9,24.8,114.1,45,25.3,22.6,59,1.7,1.26,37.7,100,90
5,1397,53.8,20.8,15.9,3.3,6.2,39981,22,96,1.5,9833,668630,54,1,38,89,85,85,19,34.6,36.8,28.6,83,10,61,17,0,0,93,37,0,6,66,70,22,2.9,42,1177,54,34,3.37,0.6,147480,1.15,2,37,93,699,0.7,57.9,234.3,56.5,36.8,15.6,64,1.6,1.2,81.5,100,60
4,2285,86.5,7,1.2,1.5,3.9,110690,3,93,0.18,22293,66880,42,0,71,98,51,74,22,81.3,60,77.8,88,6,57,33,0,0,0,71,1.4,2.8,90.1,78,5,1.7,99,2311,41,9,7.12,0.3,239035,0.31,0,94,92,2660,0.4,6.8,29.4,19.2,16.2,4.7,75,1.6,1.21,44,21,
6,8781,93.3,2.6,1.3,1,1.8,133541,1,96,2.59,27679,1577679,52,44,83,98,39,74,17,91,87.4,81.5,98,4,84,39,29,53,28,87,0,4.3,91.8,78,2,2.8,65,2957,60,11,15.2,0.2,846434,0.12,0,82,91,1213,0.6,10.4,32.9,18.3,33.4,2.4,27,1.6,1.44,89.8,100,18
5,4919,74.6,6.3,2.6,1.2,15.3,78990,7,94,5.41,18406,1914237,38,76,53,93,68,69,15,52.5,42.4,61.9,90,9,56,23,15,54,34,62,0.6,9.4,79.9,75,9,2.8,66,1573,57,21,9.72,0.2,227173,0.5,2,67,92,1106,0.5,48.7,176.1,35.1,32.1,33.9,39,1.6,1.35,47.7,88,22
6,2546,58,26.5,1.7,2.6,11.3,35061,13,87,0.51,18723,243403,39,27,35,95,55,88,17,51.3,52.1,50,83,11,82,23,12,26,12,48,1.3,7.7,64.1,77,19,3.7,36,1707,49,24,6.37,0.4,249407,0.35,1,32,95,711,1.4,20.8,85.9,33.4,23.5,5.5,54,1.5,1.17,49.8,98,5
2,1506,77.5,8.2,4.3,2.3,7.8,67206,5,96,3.49,22769,979075,15,23,43,90,12,12,21,62.1,42.4,66.7,100,11,94,15,52,22,89,45,0,17.4,65.2,78,9,1.1,67,2149,30,7,2.22,0.9,196873,,0,93,91,,3.2,60.8,108.2,38.6,,4.5,69,1.4,1.13,39.3,0,
1,2526,87.3,3.6,0.9,2.3,5.9,70114,9,95,0,3594,14375,23,0,24,93,16,16,17,58.9,50.9,60.9,90,10,90,5,0,0,0,0,3.8,1.9,64.2,65,13,0.2,100,1916,29,16,0.36,1.1,166700,,0,88,91,994,0.7,12.1,,,,0.2,76,1.1,1.09,,0,
10,1500,80.9,9.9,3.7,1.3,4.3,62556,3,100,5.32,20825,416494,13,100,45,95,100,100,15,57.1,61.1,,,7,97,4,0,42,90,94,0,5.9,64.7,59,5,7.2,4,1904,14,38,0.66,0.6,177661,,0,6,90,1066,0,4.3,15.2,10.8,,,61,1.2,1.23,75,100,6
2,464,87.9,5.4,1.7,1.3,3.7,41771,2,75,0.72,20749,103744,27,2,29,91,2,2,17,,50,,,3,94,9,0,0,0,100,0,0,91.7,,5,1.4,29,2305,8,20,1.43,0,231628,,0,84,90,991,0,6.2,29.6,37.3,,0,40,1.1,1.23,70.2,94,2
3,1862,84.5,6.6,2.4,1.3,5.3,66146,2,97,2.76,35328,953843,15,84,52,99,81,81,19,86.7,70,60,100,9,94,9,37,54,51,100,1.8,5.3,66.7,72,5,1.6,44,2090,15,18,1.54,0.9,292203,,0,42,88,987,1.5,5.4,31,14.8,,,52,1.1,1.33,52.2,99,151
4,2478,87.8,2.4,6.9,1.4,1.4,104779,1,89,0.3,2164,4328,32,26,68,98,81,81,26,87.5,84.3,96.8,97,2,97,16,0,0,0,53,0,6.7,90,78,2,1.3,100,2831,25,4,3.62,0.1,316408,,0,99,97,,1.6,4.8,21.4,25.7,,1.2,66,1.2,0.99,67.8,33,1
2,2089,82.7,6.7,1.1,2,7.5,64524,5,96,0,12523,175324,26,12,34,92,15,15,22,65.6,61.5,52.9,93,6,95,11,20,7,28,36,0,3.1,56.3,79,10,0.9,88,1962,30,10,1.44,0.6,177603,,0,83,100,869,5,27.9,64,23.3,,5,65,1.1,1.11,28,0,
2,1547,86,6.3,2.1,1.8,3.9,76131,4,94,0.1,19871,139099,29,1,31,94,0,0,20,77.3,73.3,63.6,90,8,95,13,0,7,2,0,0,5,75,75,6,0.6,100,2087,30,10,1.22,0.7,183417,,0,99,100,,2.5,15.8,31.6,20.8,,6.3,69,1.1,1.14,11.6,0,
1,1627,82.7,6.8,2.5,1.8,6.2,100156,3,93,0.45,10622,148704,18,19,44,96,15,15,22,79.2,68.8,58.3,100,3,94,13,20,12,15,0,8.7,4.3,69.6,76,6,0.4,100,2856,25,10,1.17,0.4,390562,,0,93,91,,0.5,13.5,,,,1.8,74,1.2,1.1,,11,68
5,1865,57.7,17.4,1.2,3.3,20.3,46875,15,91,1.71,9516,304499,54,72,23,83,52,84,22,45.1,41.4,27.8,78,11,94,17,0,63,65,85,4.8,4.8,54.8,64,18,2.1,65,1438,46,47,1.71,0.4,118962,,4,52,90,850,4.8,15,41.6,41.1,,2.7,63,1.1,1.17,64.1,98,8
6,3175,82.4,6.5,2.3,1.9,6.9,88388,3,95,0.52,59050,413350,17,37,41,95,39,32,19,71.7,57.1,60,94,10,95,9,2,0,1,81,0,5.5,82.4,72,6,2.4,75,2000,13,21,1.74,1.2,176891,,0,75,96,1320,0.9,4.9,15.3,16.7,,0.4,60,1.1,1.35,84.9,34,
1,2051,83.9,8.3,3,1.5,3.3,102109,4,94,0.29,10876,130509,30,15,30,90,25,36,19,65.5,61.8,50,92,9,82,13,16,17,15,36,3.7,11.1,74.1,80,7,0.6,98,2520,31,13,1.67,1.1,290458,,0,79,96,1305,0.9,19.1,,,,5.7,68,1.1,1.15,13.5,10,
1,1703,77.2,12.4,5.2,2.5,2.8,60247,7,100,0.6,7672,191810,40,24,18,93,10,16,22,62.2,64.4,66.7,96,11,90,15,1,25,24,40,3.2,19.4,51.6,80,10,0.5,100,2113,34,21,0.6,0.4,203860,,0,73,94,1115,0.5,18.7,,,,2.7,75,1.2,1.11,,26,6
3,2975,82.8,7.5,1.5,1.8,6.3,71393,3,98,0.36,21920,482237,22,43,40,92,49,49,24,86.2,57.1,75,90,5,91,19,36,36,40,0,0,8.5,76.6,76,6,1,86,2474,28,9,1.35,0.3,231111,,0,92,100,837,0.4,7.4,,,,3,71,1.4,1.18,,47,0
2,2484,93,2.1,2.2,1.4,1.3,160781,1,98,0.7,14156,311442,22,27,71,97,27,27,16,93.2,79.6,63.6,100,5,95,21,29,30,30,59,0,3.4,62.1,71,1,1.1,92,3934,19,15,4.83,0.4,851211,,0,86,95,1586,0,6,19.8,27.2,,0.5,66,1.4,1.12,57.8,26,2
5,1290,91.2,3.1,1.2,2.5,2,60536,2,91,3.42,18823,188230,16,21,49,97,20,20,11,75,63.6,,67,6,90,11,0,0,0,99,0,5.3,73.7,76,4,3.8,12,2727,25,22,1.52,0,325339,,0,65,77,1012,0.6,9.9,19.2,18,,0.6,69,2.1,1.11,61.8,97,1
3,1392,79,8.8,1.5,1.6,9.2,90250,8,89,0.96,20925,1025330,15,21,49,88,26,8,21,55.6,63.8,87.5,100,7,95,6,21,0,0,1,4.1,2,67.3,,11,1.2,67,1851,12,20,1.15,0.5,173508,,0,64,100,1521,0,10.3,16.7,16.7,,0.2,59,1.7,1.27,84,27,1
0,604,94.4,2.2,0.5,1.3,1.7,105547,3,100,0.15,34797,800321,25,0,63,91,2,2,20,85.7,57.1,,86,5,98,13,0,0,2,1,0,0,50,78,4,0.1,100,2279,30,18,0.2,0,357679,,0,94,100,,0,1.5,21,48,,,47,1.1,1.11,8.6,2,
3,3581,88.2,4.9,1.7,1.5,3.7,150956,2,96,0.08,11659,349775,35,0,58,99,1,1,19,88.6,75.9,77.4,100,3,96,21,0,0,0,14,1.2,2.5,86.4,74,3,1,100,2781,17,12,2.71,0.3,311941,,0,92,93,,0,0,9.1,15.9,,,77,1,1.08,48.4,10,2
6,1279,66.1,17.4,5.9,3.9,6.6,56583,4,98,3.3,15977,479314,11,100,44,100,100,100,19,59.5,62.5,62.5,100,15,89,5,4,100,100,100,2.3,4.7,62.8,72,7,4.2,7,1901,17,18,0.47,1.6,165881,,0,18,89,1015,1.2,1.2,28.9,18.5,,,56,1,1.29,66.6,100,575
3,1904,74.1,10.3,5.7,2.6,7.3,98929,4,97,0.15,14658,43975,14,64,52,98,61,88,19,58.9,67.6,53.3,90,13,89,14,26,51,50,71,0,11.9,73.8,82,8,1,87,2401,17,15,1.61,0.8,215746,,0,85,100,1169,0,0,9.6,14.1,,,57,1,1.23,69.1,67,6
4,3100,80.6,6.4,4.9,2.3,5.7,110054,1,92,1.3,20757,705748,15,40,75,100,40,81,20,76.4,86.8,80,95,5,95,13,0,31,30,76,0,0,73.2,80,4,1.4,73,3197,13,7,3.55,0.1,371767,,0,72,97,1058,0.3,0.6,15.7,15.4,,,75,1,1.24,65.2,90,5
5,3025,89.2,3.8,1.8,1.8,3.5,120772,0,99,0.18,2088,2088,19,0,75,98,0,20,23,76.1,84,57.7,100,4,93,23,0,0,0,20,0,10.4,74.6,77,1,1.7,100,2811,20,5,1.77,0.2,311462,,0,100,100,,0.7,0.7,2.6,19.7,,,67,1,1.04,62.8,19,
2,2485,86.6,4.5,3,1.4,4.5,100202,2,97,0.38,16537,314207,14,33,56,96,66,66,19,73.5,67.3,42.9,91,5,94,19,0,34,53,49,0,9.7,77.4,76,4,0.9,79,2337,19,14,0.85,0.2,279266,,0,69,97,1290,1.1,0.7,10.7,16.5,,,72,1,1.1,57.8,36,9
2,1193,72.9,13.2,7.4,2.6,3.9,123346,2,93,0.14,4621,32349,24,0,62,97,0,0,18,78.6,55.6,54.5,,6,84,13,0,0,0,2,0,2.2,71.1,52,5,0.8,80,2966,11,11,1.11,0.9,275461,,0,85,98,,1.2,0.6,3.7,20.5,,,76,1,1.31,53.5,0,
1,1878,65.5,7.4,1.1,2.7,23.4,48157,14,80,1.24,51474,3345840,18,23,34,79,35,35,14,33.8,39.3,40,80,13,92,9,0,3,1,29,4.2,0,61.1,67,20,0.3,62,1776,23,27,0.16,1.7,166961,,0,66,92,708,3.8,3.8,71.7,55.8,,,62,1,1.32,28.5,65,10
1,1847,84.6,7.7,2.8,1.9,3,95000,4,92,0.07,12621,277666,37,2,41,97,0,1,22,72.9,69,54.5,88,7,92,11,0,4,2,2,3.9,11.5,84.6,74,7,0.3,97,2453,29,15,0.89,0.6,257406,,0,86,96,,1.9,9.6,,,,5.6,73,1.1,1.17,,0,
1,1479,92.6,1.6,2.3,1.6,2,100431,1,96,0.18,82453,659625,28,42,57,96,60,60,14,85.2,81.8,71.4,100,5,89,22,0,43,46,30,0,6.3,93.8,78,2,0.7,73,2930,28,21,5.66,0.3,538863,,0,76,94,2111,0,5.9,31.4,17.8,,,78,1,1.04,19.1,46,4
1,1158,90.8,4.2,2.8,0.8,1.5,110208,2,95,0,1705,5116,21,0,55,95,0,0,22,81,76.7,80,100,5,93,12,0,0,0,0,0,0,60,73,3,0.3,100,2700,23,10,0.25,0.7,301580,,0,86,95,1542,0.8,14,,,,1.9,77,1.1,1.02,,0,
4,1982,69.3,12.2,4.3,2.5,11.7,78750,6,91,1.2,43984,967642,22,0,47,98,55,55,20,59.2,57.6,55,89,6,92,10,0,69,69,64,0,4.3,82.6,73,10,1.6,68,2243,24,8,2.6,0.5,203222,,0,73,98,837,2.5,69.9,84.1,36.2,,4.6,74,1.1,1.04,60.7,48,124
1,1478,67,9.5,2.8,2.8,17.9,54583,17,86,0.07,10127,141782,39,0,29,77,15,1,21,50,44.4,80,87,9,91,15,0,0,0,7,2.3,11.6,65.1,74,20,0.4,100,2215,31,23,0.36,0.8,224977,,0,75,100,741,3.3,61.2,,,,5.7,85,1.3,1.12,,0,
4,2460,44.8,28.4,4,2.8,20,26531,18,87,1.24,13027,195401,21,13,35,90,73,73,14,31.8,18.5,34.5,82,11,89,11,0,32,0,36,0.9,11.8,68.2,82,23,2.4,18,2470,6,11,2.79,0.2,198794,,19,31,88,959,,,,,,,65,1.5,1.26,,38,
2,1778,64.6,14.6,2.6,3.1,15.1,56837,12,87,0,889,889,12,0,40,92,2,2,21,50,48.4,50,95,13,84,9,0,0,0,3,0,0,63.2,73,16,1,100,1780,31,22,1.39,1.6,192952,,0,86,100,1144,0,8.2,,,,3.8,88,1.2,1.04,,36,1
2,2632,87.5,4.1,2.4,2.7,3.2,99828,8,96,0.08,4787,43079,45,0,52,96,88,88,24,74.3,78.2,76,95,7,95,14,0,0,0,28,0,1.9,77.8,77,10,0.7,100,2262,25,11,1.44,0.8,237873,,0,96,95,784,4.6,11.5,54.9,19.6,,3,63,1.1,1.06,23.4,1,13
4,998,87.4,4.7,1.7,3.4,2.8,101406,1,96,0,,,,0,63,95,28,28,20,74.3,83.3,84.6,100,5,95,13,0,0,0,64,0,5.6,83.3,74,3,1.4,100,2669,21,5,2.94,0,277231,,0,98,100,,0,2,18.9,19.9,,1.5,74,1.2,1.07,61.8,0,
1,2447,72,15.7,4.9,2.7,4.7,85000,2,95,0.08,43244,172974,23,11,52,99,14,8,14,67.9,75.6,76.9,89,5,78,10,0,13,13,0,1.4,13.9,69.4,71,4,0.3,84,3394,14,7,0.83,0.5,347126,,0,91,100,1794,0.6,5.6,16.9,14.4,,,56,1.1,1.17,45.6,0,
1,625,85.9,6.6,1.4,1.3,4.8,59727,1,90,0.21,13876,13876,16,1,55,100,3,10,21,44.4,76.9,,,2,77,18,0,0,5,10,0,0,60,83,7,0.5,100,2628,38,12,0.63,0.4,195841,,0,93,100,,3.3,19.8,,,,9.7,20,1.6,1.12,,56,1
4,1678,65.5,16.3,1,3.2,14.1,59554,12,97,0.25,13355,66773,25,39,26,86,23,41,23,50,44.6,58.3,86,5,89,9,0,34,44,48,3.5,0,75.9,67,16,1.5,100,2134,25,15,1,1.3,160952,,0,74,100,1254,0.6,33.7,,,,3.2,82,1.2,1.04,,73,5
1,2124,70.5,18,0.9,1.6,9,78362,7,93,0.06,20762,747425,57,1,50,96,10,12,18,61.4,35.4,40,100,10,84,16,0,1,1,54,1.1,5.4,71.7,73,9,0.4,84,2132,25,26,0.8,0.7,283536,,3,80,85,1092,3.1,3.7,43,39.3,,,70,1.1,1.29,33.9,42,8
0,612,89.5,4.9,0.8,2.3,2.5,66484,5,96,0.46,6650,179546,56,56,75,100,2,50,21,64.7,75.6,58.8,88,6,98,21,1,41,46,82,0,0,60.6,67,7,0.4,67,2460,18,20,1.3,0.1,316766,,22,66,98,718,1,23,50.1,15.8,,1.1,59,1.2,1.31,30.4,60,8
4,1930,43.6,26.1,2.9,4,23.4,44063,19,98,0,13710,109682,28,40,22,90,94,93,20,48.5,37.8,57.6,87,11,85,7,0,37,45,46,2,2,70.6,78,23,1.6,97,1527,29,22,1.51,2.1,143690,,0,77,94,1059,2,32.2,,,,2.6,85,1.4,1.03,,89,1
6,1672,62.7,12.6,12.6,3.6,8.5,113015,3,98,0.36,,,,0,49,93,36,36,10,64.4,63.9,76.9,94,5,85,6,0,0,0,0,0,5.3,78.9,74,6,2,100,2567,18,11,2.17,0.2,236330,,0,86,92,1390,,,,,,,55,1.6,0.97,,0,
6,2341,65,9.6,5.2,2.3,17.9,65236,12,90,0,621,621,3,0,32,80,53,53,16,45.1,53.6,61.5,85,13,89,5,0,0,0,0,0,3.8,61.3,67,17,2.1,100,1716,24,16,0.26,0.9,176281,,0,72,100,1041,,,,,,,49,1.4,1,,0,
4,2796,85.5,5.6,2,2.4,4.6,81813,2,91,0.3,1464,1464,27,12,61,100,93,93,20,72.5,68.4,60.7,97,7,85,19,0,19,2,100,0,6.3,70.3,73,5,1.5,100,2215,23,11,2.23,0.6,207378,,0,94,99,988,0.3,0.3,5.5,16.7,,,58,1.2,1.06,57.8,55,1
2,1271,80.8,10.9,0.8,2.4,5.1,67161,7,90,0,1536,1536,23,0,52,99,14,14,18,61.2,54,46.2,75,10,91,15,0,0,0,6,1.6,9.8,72.1,48,10,0.7,100,1909,18,19,1.43,2,173051,,0,73,100,1326,0.7,1.5,13.2,18.4,,,72,1.4,1.12,52.8,32,
2,2139,79.2,10.7,1.2,2.4,6.5,98448,3,99,0.16,1667,10004,35,0,60,100,0,39,19,63.5,65.4,60,92,9,90,14,0,0,0,42,1.2,8.4,69.9,66,7,0.8,91,2163,14,19,1.07,1,192234,,0,86,96,1491,0.8,0.8,18.6,22.4,,,70,1.2,1.37,71,0,
3,2476,84.7,4.7,2.5,1.2,7,70219,3,99,2.88,16202,1522997,20,40,57,98,41,41,17,63.6,67.6,64.7,88,9,95,8,14,47,47,50,1.5,9.1,77.3,69,6,1.8,29,2446,14,10,0.6,0.1,252182,,0,38,89,1061,2.9,15.2,33.5,16.8,,7.2,57,1,1.32,59,99,5
2,2014,90.7,4.2,1.9,1.1,2,145393,1,97,0.18,19241,288613,23,19,78,99,10,10,13,81,63.6,,100,1,95,24,8,19,19,42,0,0,88.9,71,1,0.9,82,4114,21,18,7.58,0.3,732445,,0,83,88,1648,0.4,6,20,27.7,,1.1,72,1,1.08,62.3,23,8
0,3414,79.8,11.5,2.1,2.1,4.6,108021,2,93,0.04,6962,41769,15,0,56,98,12,20,16,71.3,70.3,63.6,93,8,89,18,0,0,0,41,0,7.4,70.5,73,3,0.2,100,2800,18,15,0.32,0.4,287668,,0,90,94,2619,0.5,4.5,15.6,21.4,,,78,1,1.22,27.2,0,
1,3202,88.2,2.7,2.1,1.9,5,180726,0,99,0.03,21400,149797,32,0,71,96,0,0,21,80.5,76.7,91.3,100,4,96,12,0,0,0,97,0,8.2,77,72,2,0.4,95,3383,15,,1.12,0.2,411039,,0,93,99,868,0.3,8.5,30.1,11.9,,,70,1.2,1.21,29.7,0,
1,1379,82.6,9.3,1.5,1.3,5.3,78500,4,96,0.42,16870,691680,34,28,24,79,42,61,15,84.4,64.5,77.8,88,5,92,22,0,21,22,97,3.7,5.6,81.5,73,8,0.5,100,1972,29,25,0.59,0.9,191339,,0,81,100,1120,0.6,3.6,39.1,48.5,,,53,1.1,1.23,51.4,85,9
3,1863,69.1,14.4,1.8,1.8,12.9,38000,10,86,1.38,14940,373495,54,2,38,91,92,92,13,56.9,44.2,75,71,14,95,31,0,56,11,93,1.9,3.7,55.6,76,20,1.3,44,1282,61,44,1.25,0.5,164853,,0,50,97,900,,,,,,,71,1.1,1.18,,10,
1,1746,84.3,7.4,2.5,1.5,4.3,92109,4,91,0.31,4721,165244,46,16,39,96,4,18,20,77.6,67.9,100,100,6,97,17,0,11,10,18,0,5,70,80,5,0.2,100,2508,30,17,0.27,0.6,310043,,0,92,95,1057,1.3,5.3,,,,4.8,89,1.1,1.03,,5,
1,1996,87.5,4.6,2,1.5,4.4,89028,4,99,0.06,5395,16185,26,3,34,93,12,12,19,69.7,60.6,88.9,100,4,91,12,11,17,19,0,0,13.3,66.7,77,7,0.5,86,2337,28,13,0.96,0.1,263282,,0,85,100,,0,9.6,,,,1.6,73,1.1,1.07,,0,
